	mean_log	std_log	median_log	missing_ratio	n_nonzero
G_1424	1.3878947468486786	0.4496144271189427	1.3253357668127748	0.5571999999999999	1107
G_1425	2.2560302043005542	0.6845444182958437	2.276841114548582	0.362	1595
G_1426	2.0302854830935684	0.6441061816774012	2.045275345774988	0.562	1095
G_1427	2.7034350082369945	0.7464184011033647	2.739500102240356	0.47840000000000005	1304
G_1428	1.7989844847550729	0.6173032835119804	1.7882547996863618	0.5087999999999999	1228
G_1429	1.147885032412379	0.35369255999707705	1.0762563858316196	0.7904	524
G_1430	1.2645133171041667	0.420439809981176	1.189425084361578	0.6275999999999999	931
G_1431	1.9542798209121377	0.6651502432844593	1.9242828136410477	0.6115999999999999	971
G_1432	1.0386330657933023	0.28990503459937467	0.9906211755911252	0.8716	321
G_1433	1.1838630762837548	0.3881510339081746	1.0826056493587446	0.722	695
G_1434	2.237387985925965	0.7064840990183089	2.2343993662803454	0.5104	1224
G_1435	1.6000233297292783	0.567288049725299	1.5362160425541738	0.6092	977
G_1436	1.6080523845982189	0.5740123818812851	1.5496638840563397	0.5227999999999999	1193
G_1437	1.0827862422366326	0.31886564509691423	1.0032445366826468	0.7708	573
G_1438	1.723418413326523	0.5876643056365746	1.6908447957120296	0.38480000000000003	1538
G_1439	1.3509224076262745	0.46311816989009247	1.2551789329445104	0.624	940
G_1440	1.883145669544416	0.6356289720070935	1.822550341113504	0.51	1225
G_1441	1.5024672986978116	0.514370063827194	1.4252887507161007	0.5227999999999999	1193
G_1442	1.308543332205609	0.4341424874908343	1.222027647620456	0.6084	979
G_1443	1.119583707390691	0.3377797412495903	1.0587305574990014	0.74	650
G_1444	1.4000296805045405	0.46272445758569347	1.3298853406470474	0.7588	603
G_1445	1.1787473385017688	0.3735534523792604	1.1216660991875558	0.7436	641
G_1446	1.7442477280330648	0.5849229776867226	1.7262691898336893	0.47	1325
G_1447	1.262083825899157	0.39901116690009025	1.1872043173418199	0.6272	932
G_1448	1.2367645637354745	0.4086364582953896	1.137830283879851	0.7732	567
G_1449	2.769056112261737	0.8064661999482339	2.797065385568001	0.45720000000000005	1357
G_1450	1.5561553518667912	0.5438316152573809	1.4942564663787223	0.6068	983
G_1451	1.2232111893430622	0.37878790216174824	1.1522919351258962	0.6124	969
G_1452	1.52445901745402	0.5332819998380418	1.4431835345486896	0.6248	938
G_1453	1.099653139139842	0.307762918465145	1.0476079407803918	0.8220000000000001	445
G_1454	1.8889238560708919	0.6624661022026823	1.838083299270749	0.4668	1333
G_1455	0.9790630046267447	0.22632828086453816	0.9415553635931893	0.9172	207
G_1456	1.32472133161376	0.43868519016729357	1.2373543705494945	0.6248	938
G_1457	1.838428253487149	0.6421438413826646	1.814621024666081	0.46719999999999995	1332
G_1458	1.6088275821985312	0.5668087773969549	1.5651892207186466	0.6295999999999999	926
G_1459	1.6471029188827806	0.5538683941575636	1.6069625154062035	0.6028	993
G_1460	2.2029071988764075	0.6780808393799547	2.211574599366026	0.378	1555
G_1461	1.3557201319662315	0.4570483898230595	1.2731302713198018	0.6476	881
G_1462	1.591964017257557	0.5129867423851615	1.5791781854897897	0.43999999999999995	1400
G_1463	1.932328585702495	0.6293794993053733	1.9006595466792795	0.45120000000000005	1372
G_1464	1.466138319593972	0.4940874193590966	1.3900938578378232	0.53	1175
G_1465	1.5523383162040256	0.512968098089431	1.516023813330294	0.6659999999999999	835
G_1466	1.3915578578598078	0.4684770980648307	1.326893547054616	0.5764	1059
G_1467	1.2258646278469687	0.3892324203927191	1.169841869305679	0.7288	678
G_1468	0.9676195415099726	0.23163864680142018	0.9508102782191952	0.922	195
G_1469	1.3461712154635783	0.47057668237747136	1.2621270072421695	0.6844	789
G_1470	2.4762320364037014	0.742657141915188	2.5058047742845284	0.48960000000000004	1276
G_1471	1.4018821943587445	0.45917045100063586	1.3365711705212031	0.4888	1278
G_1472	2.618316646036806	0.7596717118810928	2.62086972830255	0.476	1310
G_1473	1.3419279212488868	0.44251843794318857	1.2584617511280478	0.6	1000
G_1474	2.7186912628006725	0.7245342860827308	2.764116725627259	0.3992	1502
G_1475	3.1781460996050894	0.7266040141664877	3.2053705688210425	0.35719999999999996	1607
G_1476	1.2582174963385007	0.41211904789248144	1.1822817436496011	0.6719999999999999	820
G_1477	1.4484039187291515	0.5062616791399255	1.359313252288783	0.7004	749
G_1478	1.7814170186841116	0.5801272142747674	1.7750810913938808	0.5868	1033
G_1479	1.6513564977024096	0.5523442803426718	1.6060333677600356	0.40800000000000003	1480
G_1480	1.1409464786299546	0.35477533169153536	1.0739036194298843	0.79	525
G_1481	1.559435441705211	0.5433232498996478	1.4946810210733437	0.5408	1148
G_1482	1.585545734124846	0.5558532403761814	1.5325059089888968	0.5828	1043
G_1483	1.630911405783419	0.5536684630833227	1.5970734844858594	0.5356000000000001	1161
G_1484	1.3537992620090176	0.4498839560244217	1.279930854982243	0.5640000000000001	1090
G_1485	3.2044218183853115	0.7258575642308607	3.2426027162218904	0.5992	1002
G_1486	1.7054063822602066	0.5770728280925402	1.6631046482214005	0.7048	738
G_1487	1.5800601783450794	0.5442306579055842	1.5249381808511018	0.5456	1136
G_1488	1.30293197747108	0.4220920107757986	1.234755542649885	0.6819999999999999	795
G_1489	1.197629196445015	0.40199509561779084	1.104783491510556	0.7644	589
G_1490	1.1826492030177427	0.35756637987147766	1.107152075965467	0.6832	792
G_1491	1.1217802853841778	0.32974854782247054	1.056582855869325	0.7988	503
G_1492	1.3150915411341961	0.44189621462437645	1.2195004785484826	0.7292000000000001	677
G_1493	1.8562854192594058	0.5975796160160305	1.831595135850756	0.4012	1497
G_1494	2.711919740272223	0.7774658684428292	2.7399206125953093	0.5332	1167
G_1495	1.972543553949076	0.6067492315937795	1.990398561415486	0.39280000000000004	1518
G_1496	3.0299935982238275	0.8385753146713438	3.056185909565049	0.3984	1504
G_1497	1.7012182548932562	0.5938310539061888	1.6588962618979448	0.6332	917
G_1498	1.7139554595641957	0.6049945456148222	1.6788143197776388	0.5668	1083
G_1499	1.7114992974436056	0.5854058846526826	1.6588401476199708	0.6496	876
G_1500	1.6016593411375548	0.5435848651140486	1.5725625133688284	0.4456	1386
G_1501	2.107246658328251	0.6958113985005037	2.106089374732241	0.4988	1253
G_1502	1.241938048520167	0.39243362605656057	1.1701479367982621	0.7192000000000001	702
G_1503	1.4162068337671379	0.47658575003655446	1.3356055994937885	0.6488	878
G_1504	1.6428245947456792	0.540361414177622	1.6048141661449522	0.5376000000000001	1156
G_1505	1.55476012539731	0.543361868813134	1.503300093977712	0.41879999999999995	1453
G_1506	1.4753276884033546	0.5094819445430667	1.4018692248613085	0.474	1315
G_1507	1.8297463079694471	0.6109074479939922	1.8231304717797407	0.49560000000000004	1261
G_1508	1.0932091739737055	0.3109674136605075	1.0302627108669	0.7892	527
G_1509	1.5204856256509824	0.5504436052003533	1.4466513937223966	0.562	1095
G_1510	2.0871858156606895	0.6465749895583632	2.1000286931437566	0.36319999999999997	1592
G_1511	1.2472723752723136	0.4051315180793707	1.1809097887287352	0.7572	607
G_1512	1.7193289396271356	0.5658364727687109	1.6919402217306192	0.4004	1499
G_1513	1.1955446995860095	0.372953104870251	1.128409907220793	0.7123999999999999	719
G_1514	1.5299275151412497	0.5375307005251899	1.457805897565018	0.48519999999999996	1287
G_1515	1.7490391645946732	0.5993188878718286	1.7056896412241789	0.43720000000000003	1407
G_1516	1.9806672558813727	0.6484842611282091	1.984060796977337	0.42600000000000005	1435
G_1517	2.251741554924172	0.6516006180574059	2.24918073821577	0.48440000000000005	1289
G_1518	2.656125092752013	0.7522970600412249	2.6839326845948728	0.3732	1567
G_1519	1.21306568364022	0.38031747429750457	1.1499273509949481	0.7424	644
G_1520	1.1683861783428662	0.3704796375154244	1.0831881959505005	0.7408	648
G_1521	1.2783704169940568	0.4206558619083228	1.1996452836003701	0.7792	552
G_1522	1.3135754340801429	0.43969162101843	1.2411008226796716	0.6572	857
G_1523	1.5872825188818338	0.5508350732345978	1.536502322678595	0.5516	1121
G_1524	1.7039268752709822	0.5500823877844561	1.6868390944224043	0.4548	1363
G_1525	1.6395923041635705	0.5574844989357299	1.6208956566932249	0.5036	1241
G_1526	1.193141140867025	0.3807870516926521	1.116459117411956	0.8216	446
G_1527	1.1984346606452072	0.3713298981530356	1.1446455204740844	0.7188	703
G_1528	1.146002031722734	0.3527270160682921	1.0703647510397944	0.7588	603
G_1529	2.855969090867853	0.6773571651317685	2.89830290271013	0.4648	1338
G_1530	1.5811929558451159	0.5720618274041112	1.4947927808430914	0.5884	1029
G_1531	1.4205878524032804	0.4751841326929211	1.3417302081496476	0.6264000000000001	934
G_1532	1.3964996277637627	0.48389154516905686	1.3079790434682126	0.7152000000000001	712
G_1533	1.7055366664314038	0.5308409070245845	1.697049207558222	0.5944	1014
G_1534	1.2903868650430022	0.4265295739757915	1.194857224004283	0.6564	859
G_1535	2.3070986279412042	0.6435796887035008	2.3235972377139182	0.4172	1457
G_1536	1.8867813300932514	0.6276897631310897	1.862330339239025	0.4708	1323
G_1537	1.3319877979028711	0.43357730706431996	1.2739187519430915	0.5760000000000001	1060
G_1538	1.697656857758294	0.5502842237341392	1.6768120319850635	0.6448	888
G_1539	1.6747016824630305	0.5768092268159343	1.6449212670261824	0.5731999999999999	1067
G_1540	1.3748521788321326	0.49078015769389577	1.2690706319380771	0.6516	871
G_1541	1.181552220536785	0.3788651246647458	1.1063410738982302	0.7248	688
G_1542	1.9671750602743414	0.6457402277301477	1.9639188419559406	0.4	1500
G_1543	1.0960826266580315	0.32286800048014036	1.0362682100216163	0.8104	474
G_1544	2.1034127722585665	0.6610488166729613	2.1177741514030295	0.494	1265
G_1545	2.569393162918924	0.7184230230474506	2.5838957289637676	0.46799999999999997	1330
G_1546	2.11423271111942	0.7042174163248143	2.120157943295836	0.40680000000000005	1483
G_1547	2.622110450318991	0.7133918858543778	2.6684222210642976	0.4768	1308
G_1548	3.2316450547500573	0.7086075309341916	3.2788222535751723	0.3768	1558
G_1549	1.5190014349020078	0.5124249148345946	1.4572373319468923	0.6992	752
G_1550	2.483643468804297	0.7282021718363205	2.498295981892862	0.31520000000000004	1712
G_1551	2.308014129831617	0.7166541842870513	2.307146405403036	0.6104	974
G_1552	1.3468678499810323	0.45782185985175117	1.2633996405580843	0.6	1000
G_1553	1.1291507755334678	0.34646918521912967	1.0633629485350975	0.7448	638
G_1554	1.792518069052735	0.6221273308675894	1.7531754001112425	0.5528	1118
G_1555	1.0464975784710442	0.28358772170247765	0.9927013296103816	0.8248	438
G_1556	2.0654551081678516	0.6165259318687794	2.0898651844690086	0.4244	1439
G_1557	2.143888136984805	0.6728194594174165	2.124341653372691	0.5691999999999999	1077
G_1558	2.3559616717249203	0.6709475006656448	2.3691760048061496	0.5788	1053
G_1559	1.6627053931455813	0.5886855965980483	1.6166231225739829	0.6004	999
G_1560	1.5524670157794862	0.5191549666508011	1.5182235003699454	0.48719999999999997	1282
G_1561	1.7916547431769965	0.6110149401109992	1.7925932890045395	0.49160000000000004	1271
G_1562	1.7583504077461685	0.5451695159596402	1.746691650295497	0.5428	1143
G_1563	2.5231902923009555	0.7485343999237742	2.5593239072466965	0.5444	1139
G_1564	1.5008425920292083	0.49710233584150926	1.443254325064649	0.6896	776
G_1565	1.671942227775118	0.5946543979766793	1.6008546882715677	0.5840000000000001	1040
G_1566	2.046378002154953	0.6397005008286317	2.049349459307588	0.35240000000000005	1619
G_1567	1.3047001220855583	0.4090261958632666	1.238266875039944	0.6344000000000001	914
G_1568	1.3126775798577668	0.4536472013188886	1.2242274098415473	0.5896	1026
G_1569	1.566339836346538	0.5166864434610244	1.5516394757303869	0.6288	928
G_1570	1.5318528815542383	0.5286786889578022	1.4807319777747285	0.5327999999999999	1168
G_1571	1.9433540332186663	0.5978203647730769	1.924999417872122	0.42800000000000005	1430
G_1572	1.9443582585962493	0.6700346975811935	1.9004054418542702	0.48160000000000003	1296
G_1573	1.3078401209126855	0.4334091090883466	1.2284400877506334	0.6496	876
G_1574	1.435176452993807	0.48703806803093347	1.3744497967658351	0.6004	999
G_1575	2.365276058189685	0.7533377484524408	2.3687746327857853	0.6716	821
G_1576	1.66171334484607	0.5582841868804722	1.6207329094808678	0.46040000000000003	1349
G_1577	2.4399475790276575	0.6942575463716066	2.4551493226379426	0.36240000000000006	1594
G_1578	1.1337072158162396	0.3324322837316706	1.0548726050494963	0.8448	388
G_1579	2.393337703156468	0.7110727065881947	2.403825406042143	0.20840000000000003	1979
G_1580	1.3160323963926355	0.4315665934686502	1.2312666921137907	0.6864	784
G_1581	2.3540628645283914	0.749467414232485	2.345044786057991	0.3336	1666
G_1582	1.7000659470040098	0.5945804152569867	1.6613112433460937	0.45799999999999996	1355
G_1583	1.2459337173356864	0.4132107163449708	1.1669395052901377	0.7328	668
G_1584	1.499189394155438	0.5168844570138992	1.4367324464817401	0.5384	1154
G_1585	1.3202218098925165	0.4265244649810804	1.2699907043942789	0.6315999999999999	921
G_1586	1.504270901156315	0.5109128699610346	1.46422552197757	0.5296000000000001	1176
G_1587	1.5724845989569278	0.5322102347304764	1.5057063717689312	0.648	880
G_1588	1.5394559157507746	0.5242124215150182	1.459326356353932	0.5384	1154
G_1589	2.0274416127498194	0.6979505966331939	2.019542895864078	0.5892	1027
G_1590	1.2172016763274438	0.385785710020281	1.1558594664512012	0.7632	592
G_1591	2.355383436095304	0.6846332496491415	2.351549911457326	0.3568	1608
G_1592	1.0205209219929616	0.2827138453967015	0.9622576696757236	0.8868	283
G_1593	2.2213532144646897	0.7088143141922122	2.2336867830778817	0.5264	1184
G_1594	1.8039453629289353	0.6276511756554894	1.7581227948274525	0.49239999999999995	1269
G_1595	2.3132844396729824	0.6999073007468029	2.320728322192941	0.21120000000000005	1972
G_1596	1.1642671968779772	0.35933008798753074	1.0998805619840977	0.7148	713
G_1597	1.7714331347028993	0.5757434007105283	1.7446094330966575	0.6332	917
G_1598	1.348579535486195	0.4320728289382318	1.292444377343422	0.6544	864
G_1599	1.8190121079356572	0.5986969748711671	1.8215362331930305	0.26039999999999996	1849
G_1600	1.2960963418337568	0.432948629384869	1.2205807830243596	0.6416	896
G_1601	0.9535994022915488	0.2333266116693163	0.923109578235318	0.9296	176
G_1602	1.348869208261104	0.4536561232124485	1.2627633239001268	0.648	880
G_1603	1.406273165174149	0.46769414612032845	1.3466735803261556	0.6248	938
G_1604	1.909149656655921	0.6464151163068097	1.870956510889248	0.5187999999999999	1203
G_1605	1.7241316884282754	0.5770446797152984	1.6923017755034635	0.5048	1238
G_1606	2.0071441794866725	0.6244030102023712	2.006617272706108	0.2996	1751
G_1607	1.5609154289874871	0.5303380373414104	1.5233704344618464	0.41200000000000003	1470
G_1608	1.7401581302237061	0.5652733946809434	1.7158463268790085	0.5760000000000001	1060
G_1609	1.7463731617150569	0.627381730644516	1.7003679637363325	0.5928	1018
G_1610	3.109611762091768	0.7622680500886518	3.165972283894245	0.5900000000000001	1025
G_1611	1.8357906352920519	0.624273080374806	1.8263295484750088	0.48360000000000003	1291
G_1612	2.611555583144123	0.7115896685347741	2.6413796561195677	0.2632	1842
G_1613	1.6954919919567397	0.5857733036940392	1.6702261591280754	0.5656	1086
G_1614	1.937985514742812	0.620302973649452	1.927955737214862	0.3788	1553
G_1615	1.2785668762087707	0.42488572541744535	1.1968290964131905	0.6984	754
G_1616	3.0681492831563935	0.7554837818018549	3.092188646999392	0.532	1170
G_1617	1.0885615189129771	0.3113451974802909	1.0226194397519666	0.8271999999999999	432
G_1618	1.3764384099343392	0.4572689931059734	1.312773916010322	0.5728	1068
G_1619	1.1688952656189773	0.35416596544841894	1.118813053366702	0.724	690
G_1620	1.894296260283074	0.6649830532603336	1.8506331734709924	0.41879999999999995	1453
G_1621	1.4435410947725698	0.4843632672704154	1.3490807647794565	0.5900000000000001	1025
G_1622	1.7280609454857447	0.5989836286196973	1.7056896412241789	0.4196	1451
G_1623	3.33354375292485	0.6910278343811943	3.363076190658242	0.244	1890
G_1624	2.291196977246428	0.6905781125199973	2.2746099722513264	0.5112	1222
G_1625	1.8361701833424995	0.6285962439375911	1.789938967841017	0.5152	1212
G_1626	1.2462655984588118	0.41268428696153103	1.1691527151766397	0.6759999999999999	810
G_1627	2.257351547480407	0.7284987758590344	2.256457680710917	0.43920000000000003	1402
G_1628	1.4591820835809286	0.4922125761056544	1.3867070029713802	0.5436000000000001	1141
G_1629	1.5201690266592114	0.5166284386595978	1.4510147246535117	0.6168	958
G_1630	1.0938535736106632	0.3224549695733388	1.0387975451290383	0.7692	577
G_1631	1.877756387579351	0.6410955998742185	1.8394188352636824	0.4968	1258
G_1632	1.7919399660810933	0.578875515069759	1.777051098117709	0.478	1305
G_1633	1.2374430994016743	0.39463700165389703	1.1686937470946008	0.7412000000000001	647
G_1634	1.87219343474931	0.5912119446588463	1.8564583204772305	0.6044	989
G_1635	2.8269869652289645	0.6885416451897661	2.842447002531601	0.44279999999999997	1393
G_1636	1.3566073261929166	0.43034703845439576	1.294166660214838	0.5888	1028
G_1637	1.1716793138444688	0.35047157797775147	1.1290113628003937	0.7183999999999999	704
G_1638	2.14059194128683	0.6711840267643908	2.1278100408677627	0.43200000000000005	1420
G_1639	1.6908582748948038	0.5553195653108023	1.6813008778447902	0.5187999999999999	1203
G_1640	1.1784305376592588	0.3658920333732741	1.0966162800213948	0.8148	463
G_1641	2.0872563411787666	0.669442436294605	2.094014552950642	0.37160000000000004	1571
G_1642	1.2878048843438616	0.4086829142963601	1.2277144796812098	0.6392	902
G_1643	1.5353865708653078	0.5223639210940592	1.4788327843550277	0.5800000000000001	1050
G_1644	1.3901954150138307	0.47580169069975264	1.2946473101761482	0.5756	1061
G_1645	1.0903993029144883	0.32071055935951387	1.0371491843168834	0.8264	434
G_1646	2.224129942019675	0.7006476539441067	2.2225907447351507	0.508	1230
G_1647	1.482357620376642	0.49940597439047757	1.4181916563507548	0.45199999999999996	1370
G_1648	1.3324551319244768	0.4550910196240742	1.2596808073192909	0.7432000000000001	642
G_1649	1.2613338253705013	0.40695418048827947	1.1848351091483489	0.6155999999999999	961
G_1650	1.74261680118097	0.6269421039639188	1.6927844240204155	0.54	1150
G_1651	2.4171461274398727	0.6950361110673258	2.450420473716831	0.34519999999999995	1637
G_1652	2.7696098431128378	0.7819019977396485	2.7775248764075764	0.4376	1406
G_1653	1.5815684375262655	0.5615520234837755	1.5202444172093026	0.5156000000000001	1211
G_1654	1.366694617691768	0.4352586111959484	1.3106437101568564	0.6888000000000001	778
G_1655	1.643378268754302	0.5594285076361954	1.6039142439147824	0.6944	764
G_1656	2.4668313897453515	0.7072945602627048	2.483571402543231	0.6592	852
G_1657	1.2142514116144962	0.39201472030920365	1.143625277304027	0.6888000000000001	778
G_1658	1.4236612681373757	0.4901816754387177	1.3672282162751666	0.7736000000000001	566
G_1659	1.7687224016171288	0.6073227417740318	1.7457149181445692	0.508	1230
G_1660	1.2924373598368588	0.4358131849024315	1.2101682620477228	0.654	865
G_1661	2.6615923146642664	0.7374397346029987	2.6978574759182337	0.46799999999999997	1330
G_1662	1.803654799096965	0.5851656724278148	1.8083034024758184	0.474	1315
G_1663	2.000734980989544	0.6783842123298565	1.9544008474221883	0.4436	1391
G_1664	1.6385263532867236	0.5398287268274683	1.6460187179904948	0.6208	948
G_1665	2.0679988100443882	0.6852261507686241	2.0539592259304933	0.4616	1346
G_1666	1.0160765510808771	0.2707785204850768	0.9813011171692404	0.9272	182
G_1667	1.402399763519291	0.48933134824739277	1.3214259340025307	0.6092	977
G_1668	1.772529927661359	0.6044197882916489	1.745097068715799	0.49839999999999995	1254
G_1669	1.2989462614254144	0.43318472806586916	1.2121554542305084	0.7256	686
G_1670	1.3381360670727227	0.46406353739984263	1.241625617882521	0.8084	479
G_1671	2.0587574040222085	0.6448732985708677	2.066693917100514	0.4164	1459
G_1672	1.037624862293279	0.2808099288691976	0.9809334316156187	0.8716	321
G_1673	1.4723797390790923	0.4975208020015132	1.4003742435935012	0.6799999999999999	800
G_1674	1.782880997697001	0.585535385574001	1.7593832214257508	0.6152	962
G_1675	1.4279962370157844	0.502369479453115	1.36601716868074	0.6252	937
G_1676	1.294857465454502	0.4190377484372649	1.232771421347873	0.7276	681
G_1677	1.8017185971126586	0.6246942879400796	1.774741986593115	0.6668000000000001	833
G_1678	2.6481625860128464	0.6924022613848916	2.6860234008280823	0.5156000000000001	1211
G_1679	1.7233839334355103	0.558079054405728	1.7249097098571264	0.4164	1459
G_1680	1.6319724713806354	0.5796932144736092	1.5627263320719542	0.5384	1154
G_1681	1.2683932447751989	0.42067272117373006	1.1805981435357271	0.7088	728
G_1682	1.8495304779653514	0.6692904472828316	1.816415273385311	0.5247999999999999	1188
G_1683	1.5149638745825484	0.5189455066761753	1.4402876389643064	0.5536	1116
G_1684	1.3498441363289204	0.48300733403562335	1.2461948586813851	0.7323999999999999	669
G_1685	1.3008987576027735	0.41937582443774124	1.2350148704451709	0.602	995
G_1686	1.3061074178973984	0.433096922457487	1.227799638943098	0.7072	732
G_1687	1.522929448442868	0.5334382498287049	1.4600864106218403	0.4404	1399
G_1688	1.2540075819062837	0.40266214241562315	1.1718366666997535	0.6144000000000001	964
G_1689	1.5981180447500762	0.5389066790653964	1.564192284010098	0.5404	1149
G_1690	1.1047943494325072	0.3242795876590705	1.054140697782158	0.8228	443
G_1691	1.5875360646970649	0.5584380178253601	1.5381748249394707	0.4688	1328
G_1692	2.359513080886042	0.6879013273234935	2.366604997242134	0.3032	1742
G_1693	1.1451743375737677	0.3344857434542543	1.092121339927803	0.7068	733
G_1694	2.166575190584505	0.6933801801030669	2.1492463065923575	0.3496	1626
G_1695	1.3293235647098545	0.44314886239982604	1.2547755365397837	0.6836	791
G_1696	1.6207254175499748	0.5697336339879902	1.5654647846479615	0.5016	1246
G_1697	1.1924250741447748	0.38020646609251035	1.121038808099125	0.8224	444
G_1698	1.3305045025326419	0.45727628922601965	1.2464596246196504	0.6836	791
G_1699	1.0985461962478549	0.3000520358774618	1.0379724710153335	0.7604	599
G_1700	1.3871532521616494	0.4628257179835282	1.3127280502312457	0.7552	612
G_1701	1.2700767413471397	0.4262476566084492	1.2100449309107757	0.7807999999999999	548
G_1702	1.4386021675721448	0.4758925710411484	1.3699448199405946	0.6228	943
G_1703	1.1761404042465597	0.3643301330575424	1.1114438764403798	0.708	730
G_1704	1.8269788464240726	0.6346127021741244	1.8069189308354272	0.5716	1071
G_1705	1.1968942915979992	0.39151765497273106	1.128409907220793	0.77	575
G_1706	1.165051759140065	0.3502966102961725	1.1255891402486675	0.8116	471
G_1707	1.2798792478511656	0.3909987772534214	1.2325992275764197	0.7012	747
G_1708	2.3250670650143928	0.6847218102233744	2.3545231825640265	0.4336	1416
G_1709	1.7949724402190135	0.6120962591856407	1.7645766629438808	0.47	1325
G_1710	2.8718311869294593	0.6773648968559505	2.9086153459741837	0.6048	988
G_1711	1.5152001568152602	0.5093893827468529	1.4449768131566951	0.5972	1007
G_1712	1.6307940115792365	0.5645759541327221	1.5880265151256052	0.5428	1143
G_1713	2.418925530990979	0.7431566485707037	2.4411791520247808	0.4636	1341
G_1714	1.2911921282582708	0.4393688322404732	1.214314622201393	0.7208	698
G_1715	1.188347725920567	0.3893424952558605	1.1241846025845756	0.7704	574
G_1716	1.9184216196039972	0.6348180065168236	1.916751576283828	0.6656	836
G_1717	2.9325302519503835	0.7110441899635442	2.9696084154087075	0.3812	1547
G_1718	1.6273494808767146	0.5342516567947284	1.574836229455428	0.46640000000000004	1334
G_1719	2.3922648234474546	0.7024516811600274	2.40396441457606	0.2368	1908
G_1720	3.0848798933777264	0.7667210020217099	3.1117015528065073	0.4628	1343
G_1721	1.04600773269086	0.29709912912357095	0.9917933503624802	0.8676	331
G_1722	2.1527576295908175	0.6801788706193991	2.1738658510585913	0.4748	1313
G_1723	1.9373299918031075	0.6181557239143571	1.941466203729072	0.5396000000000001	1151
G_1724	1.0649843115750566	0.30117636874584575	1.0071990361517764	0.842	395
G_1725	1.2219146199180004	0.3854139867830587	1.1483079414957458	0.7416	646
G_1726	1.7313294309897975	0.5713313306884539	1.712419948787379	0.5147999999999999	1213
G_1727	1.4081106148071696	0.47621778066653997	1.3430362580791742	0.5888	1028
G_1728	1.8740718463258648	0.6299653392465938	1.8729947339350024	0.6248	938
G_1729	1.1323958860971193	0.34201680725670053	1.064015733061926	0.7696000000000001	576
G_1730	1.5148258734509892	0.5067200371101263	1.4420726267725392	0.44399999999999995	1390
G_1731	1.3411767224048128	0.46358647273322034	1.2395298687151228	0.7807999999999999	548
G_1732	1.9081463671709942	0.5962433355446616	1.916084363954705	0.3144	1714
G_1733	1.3086235664484305	0.43275457329461864	1.2063027874760643	0.6719999999999999	820
G_1734	1.3713084754328255	0.436663035249608	1.3032400775903814	0.63	925
G_1735	1.42083745392453	0.4890602775444371	1.360389408610578	0.6884	779
G_1736	1.1040172491416897	0.31753952761337856	1.0512264490184098	0.8280000000000001	430
G_1737	1.2833228051888033	0.4391752011214677	1.1881549280835502	0.6252	937
G_1738	1.7136298076074044	0.5670469614071604	1.6887551491652242	0.5816	1046
G_1739	1.3894275256835578	0.4622123071953279	1.3293402315299283	0.6684	829
G_1740	1.1462698632096406	0.34522839054926835	1.098745639781789	0.7412000000000001	647
G_1741	1.5113303904883315	0.5363023899910626	1.4427514427944197	0.544	1140
G_1742	1.5452427823877797	0.5408545544928839	1.4969426030996862	0.5287999999999999	1178
G_1743	1.0991185631597293	0.318899358171933	1.0419934536243756	0.8271999999999999	432
G_1744	1.4059375849837714	0.4942886643996898	1.3190630244537562	0.5464	1134
G_1745	2.197211521754698	0.684738033671695	2.221285888496337	0.3692	1577
G_1746	1.3833986262460427	0.47855196883019263	1.298604599145008	0.5660000000000001	1085
G_1747	1.4281774913213734	0.4773700263821336	1.3523125203891202	0.6368	908
G_1748	1.1294989630845116	0.3422472657009114	1.0813808554154738	0.7552	612
G_1749	1.2313419005241268	0.3964070790263546	1.1600524976881197	0.7076	731
G_1750	1.9151417441396734	0.6353304929211732	1.9001152103828496	0.6028	993
G_1751	1.2733523149996353	0.42914894220720085	1.1843625360230416	0.6235999999999999	941
G_1752	1.8258006754572618	0.6139985068243463	1.8086614864459145	0.496	1260
G_1753	3.1037048499530333	0.7870145226892652	3.1643904430969862	0.4528	1368
G_1754	1.2669439939075884	0.41874594134667936	1.1725290866934812	0.7068	733
G_1755	1.1666969990559128	0.36958671766106266	1.0979460661251466	0.7283999999999999	679
G_1756	1.7796335321088694	0.6023630964380009	1.760378272399263	0.5012	1247
G_1757	1.3149040754540682	0.413460787003705	1.2620362230238775	0.62	950
G_1758	1.853090824449157	0.6011535977509999	1.8460140119069273	0.4848	1288
G_1759	1.753587118225564	0.5854467860644781	1.7372895847599397	0.3872	1532
G_1760	1.346534329073441	0.43675726028043255	1.2801183308469222	0.5624	1094
G_1761	1.2279341905971979	0.396407997222497	1.152440091382304	0.71	725
G_1762	1.001942419403354	0.258167720021536	0.9714482532749562	0.9072	232
G_1763	2.893515327032096	0.7629932592326868	2.941299199776012	0.5116	1221
G_1764	1.5200930699584727	0.5286352324329889	1.4620781185738605	0.5900000000000001	1025
G_1765	1.35065170596957	0.4900702151954531	1.2394003359969021	0.7384	654
G_1766	2.463913351031368	0.6990205376792038	2.480319232220384	0.3984	1504
G_1767	2.5269204039427318	0.7569209847158288	2.557767615123677	0.5472	1132
G_1768	2.303973127310858	0.7018172292148572	2.350286099232185	0.54	1150
G_1769	1.9399830608522255	0.6088157589701235	1.934701689808952	0.472	1320
G_1770	1.5964195135899473	0.5463859247547254	1.5553872995626925	0.5868	1033
G_1771	1.237929537565598	0.41084046742888936	1.1594514368864175	0.6599999999999999	850
G_1772	2.272439952764379	0.6843636610216891	2.2829885098386287	0.496	1260
